aqstime,windir,winspd,radiation,temp,barometer,rh,innertemp,O3,NO,NO2,NOX,SO2,CO,PM10,PM25,PM1
07/01/2019 01:00,16.2658,0.434781,0.452146,26.7704,1016.62,91.484,27.0378,,,,,1.25959,483.646,,,
07/01/2019 02:00,502,0,0.453285,26.3979,1016.8,94.105,27.0373,,,,,1.44787,589.65,,,
07/01/2019 03:00,502,0,0.489581,26.0955,1016.95,94.632,27.0359,,,,,1.26951,563.84,,,
07/01/2019 04:00,502,0,0.483396,25.9674,1017.01,95.463,27.0363,,,,,1.26475,553.89,,,
07/01/2019 05:00,502,0,0.438637,25.6848,1017.16,97.387,27.0345,,,,,1.46217,845.82,,,
07/01/2019 06:00,502,0,0.429359,25.8727,1017.06,95.393,27.0347,,,,,1.75254,1593.73,,,
07/01/2019 07:00,,,65.429,26.5839,1016.71,89.726,27.0367,,,,,1.58531,2912.78,,,
07/01/2019 08:00,24.4201,0.51763,263.28,27.8162,1016.09,82.204,27.0409,,,,,1.56466,3316.61,,,
07/01/2019 09:00,50.257,0.75784,434.541,28.6442,1015.68,78.951,27.0427,,,,,1.35452,983.84,,,
07/01/2019 10:00,47.1756,0.74278,520.51,29.1633,1015.42,76.799,27.0384,,,,,1.23178,503.19,,,
07/01/2019 11:00,54.135,0.58138,587.26,30.2974,1014.85,71.482,27.0388,,,,,1.2576,616.81,,,
07/01/2019 12:00,43.9541,0.76198,640.49,30.6019,1014.7,69.813,27.0388,,,,,1.2147,622.33,,,
07/01/2019 13:00,46.494,0.6286,788.56,31.2202,1014.39,67.405,27.0383,,,,,1.16266,515.1,,,
07/01/2019 14:00,101.227,0.64648,646.02,31.113,1014.44,69.172,27.0469,,,,,1.38829,359.41,,,
07/01/2019 15:00,108.251,0.72837,534.52,31.0953,1014.45,69.649,27.0603,,,,,1.88045,289.705,,,
07/01/2019 16:00,103.468,0.68174,166.411,30.2035,1014.9,73.156,27.0643,,,,,2.14857,385.608,,,
07/01/2019 17:00,62.985,0.6542,67.017,28.9597,1015.52,77.157,27.0661,,,,,2.16446,522.43,,,
07/01/2019 18:00,44.862,0.53808,9.8564,28.1034,1015.95,80.7,27.0573,,,,,1.75334,588.68,,,
07/01/2019 19:00,318.97,0.250756,0.233557,27.7191,1016.14,83.412,27.0429,,,,,1.22503,653.98,,,
07/01/2019 20:00,52.13,0.465905,0.233231,27.3664,1016.32,86.147,27.0407,,,,,1.29415,748.37,,,
07/01/2019 21:00,58.441,0.6389,0.230953,27.3217,1016.33,85.839,27.0425,,,,,1.38352,352.708,,,
07/01/2019 22:00,84.014,0.64684,0.246903,27.4739,1016.26,84.659,27.0437,,,,,1.3001,290.503,,,
07/01/2019 23:00,38.7228,0.51578,0.297685,27.2748,1016.36,86.201,27.0458,,,,,1.41887,378.646,,,
08/01/2019 00:00,43.0387,0.59602,0.291826,27.1561,1016.42,87.515,27.0456,,,,,1.36247,357.326,,,
08/01/2019 01:00,33.5198,0.6333,0.488116,27.4341,1016.28,86.852,27.0459,,,,,1.47528,398.247,,,
08/01/2019 02:00,35.3641,0.442553,0.5039,27.211,1016.39,88.018,27.0468,,,,,1.54122,426.858,,,
08/01/2019 03:00,45.9161,0.63281,0.484861,27.4106,1016.3,87.438,27.0467,,,,,1.41927,258.281,,,
08/01/2019 04:00,18.0756,0.475595,0.65446,26.213,1016.9,99.433,27.0417,,,,,1.41967,252.639,,,
08/01/2019 05:00,33.2159,0.61668,0.62874,25.9382,1017.03,99.976,27.0392,,,,,1.42324,278.108,,,
08/01/2019 06:00,120.348,0.59358,0.59228,26.5011,1016.75,94.298,27.041,,,,,1.35413,417.865,,,
08/01/2019 07:00,91.33,0.165555,48.7741,26.5598,1016.72,93.386,27.0419,,,,,1.5587,1873.73,,,
08/01/2019 08:00,134.736,0.59621,105.649,27.8344,1016.08,86.948,27.0447,,,,,1.4721,1248.23,,,
08/01/2019 09:00,99.609,0.217244,157.228,27.9918,1016,87.288,27.0473,,,,,1.7291,1519.57,,,
08/01/2019 10:00,109.146,0.71092,254.068,28.5462,1015.73,83.357,27.0504,,,,,1.54201,482.17,,,
08/01/2019 11:00,125.417,1.02407,613.47,29.5968,1015.2,78.52,27.0527,,,,,1.67905,247.031,,,
08/01/2019 12:00,107.362,0.93115,817.43,30.3932,1014.8,74.426,27.0592,,,,,1.93486,244.167,,,
08/01/2019 13:00,97.309,0.71564,381.727,30.094,1014.95,75.977,27.0548,,,,,1.91739,220.521,,,
08/01/2019 14:00,105.215,0.67181,533.39,30.0375,1014.98,77.125,27.0408,,,,,1.32791,234.792,,,
08/01/2019 15:00,115.85,0.73556,421.573,30.0118,1014.99,77.933,27.038,,,,,1.20715,217.743,,,
08/01/2019 16:00,122.951,0.68651,212.37,29.8391,1015.08,76.159,27.0354,,,,,1.17498,253.993,,,
08/01/2019 17:00,102.952,0.58675,72.605,28.9609,1015.52,78.726,27.0389,,,,,1.20556,381.927,,,
08/01/2019 18:00,95.463,0.47413,10.5952,28.2976,1015.85,82.069,27.0408,,,,,1.28938,535.64,,,
08/01/2019 19:00,52.462,0.442374,0.191401,27.9007,1016.05,84.424,27.0417,,,,,1.35214,1245.66,,,
08/01/2019 20:00,30.9551,0.492986,0.197748,27.8049,1016.1,85.307,27.0417,,,,,1.51818,1596.68,,,
08/01/2019 21:00,502,0,0.202957,27.2667,1016.37,88.708,27.0408,,,,,1.6016,1518.65,,,
08/01/2019 22:00,502,0,0.236812,26.7816,1016.61,91.236,27.0414,,,,,1.57975,1706.08,,,
08/01/2019 23:00,502,0,0.2679,26.3635,1016.82,94.268,27.0399,,,,,1.78074,2072.31,,,
09/01/2019 00:00,502,0,0.263017,26.1189,1016.94,95.656,27.0382,,,,,1.6449,1204.29,,,
09/01/2019 01:00,502,0,0.50179,25.5373,1017.23,98.723,27.0366,,,,,1.52454,657.78,,,
09/01/2019 02:00,502,0,0.50716,25.2945,1017.35,98.728,27.0369,,,,,1.43635,429.965,,,
09/01/2019 03:00,502,0,0.5109,25.0433,1017.48,99.499,27.0364,,,,,1.37359,427.517,,,
09/01/2019 04:00,502,0,0.50179,24.9703,1017.51,99.352,27.0357,,,,,1.2719,410.503,,,
09/01/2019 05:00,502,0,0.441604,24.8088,1017.6,98.753,27.0346,,,,,1.34868,493.343,,,
09/01/2019 06:00,,,0.471676,24.5885,1017.71,100.345,27.0333,,,,,1.51063,855.54,,,
09/01/2019 07:00,502,0,20.1499,24.8743,1017.56,99.205,27.034,,,,,1.85423,3412.2,,,
09/01/2019 08:00,502,0,163.09,26.0233,1016.99,93.888,27.0373,,,,,1.94916,4684.18,,,
09/01/2019 09:00,356.849,0.488015,236.619,28.0213,1015.99,85.364,27.043,,,,,1.74221,2584.81,,,
09/01/2019 10:00,24.1316,0.473045,240.561,28.0652,1015.97,87.418,27.0479,,,,,1.68025,1370.12,,,
09/01/2019 11:00,351.529,0.61586,126.065,27.9698,1016.01,88.769,27.0496,,,,,1.96188,1714.98,,,
09/01/2019 12:00,334.014,0.49196,210.433,28.4284,1015.79,85.361,27.0515,,,,,2.07746,2558.58,,,
09/01/2019 13:00,83.92,0.285123,357.858,29.5966,1015.2,79.699,27.0522,,,,,1.89236,986.89,,,
09/01/2019 14:00,3.92322,0.450163,191.272,27.6477,1016.18,92.034,27.0548,,,,,2.01868,1165.73,,,
09/01/2019 15:00,52.29,0.284908,225.338,28.7008,1015.65,84.541,27.0556,,,,,1.92255,926.98,,,
09/01/2019 16:00,59.063,0.59044,139.424,28.1514,1015.93,87.485,27.0552,,,,,1.90467,773.45,,,
09/01/2019 17:00,35.9096,0.67659,77.719,28.3617,1015.82,84.956,27.0541,,,,,1.83556,748.45,,,
09/01/2019 18:00,141.99,0.90313,4.00798,26.9145,1016.54,95.581,27.0489,,,,,2.03695,2581.79,,,
09/01/2019 19:00,130.017,0.88279,0.426755,24.7608,1017.62,103.984,27.0433,,,,,1.62147,571.94,,,
09/01/2019 20:00,502,0,0.432452,24.5819,1017.71,107.003,27.0384,,,,,1.81252,2613.94,,,
09/01/2019 21:00,502,0,0.472491,24.6786,1017.66,107.302,27.0351,,,,,1.54321,1814.86,,,
09/01/2019 22:00,,,0.53255,24.724,1017.64,106.988,27.034,,,,,1.4431,1422.36,,,
09/01/2019 23:00,502,0,0.490721,24.7882,1017.61,106.513,27.0323,,,,,1.41093,1178.23,,,
10/01/2019 00:00,502,0,0.463865,24.937,1017.53,105.415,27.033,,,,,1.41332,648.63,,,
10/01/2019 01:00,502,0,0.69254,25.0854,1017.45,104.941,27.0327,,,,,1.38153,416.858,,,
10/01/2019 02:00,502,0,0.68896,24.9556,1017.52,104.856,27.033,,,,,1.38114,332.708,,,
10/01/2019 03:00,502,0,0.70768,24.8237,1017.59,105.27,27.0321,,,,,1.36247,309.444,,,
10/01/2019 04:00,502,0,0.69645,24.7714,1017.61,105.644,27.0315,,,,,1.46416,447.101,,,
10/01/2019 05:00,502,0,0.60775,24.8433,1017.58,105.559,27.0319,,,,,1.48998,670.64,,,
10/01/2019 06:00,502,0,0.66976,24.8476,1017.58,105.513,27.0328,,,,,1.59842,1021.2,,,
10/01/2019 07:00,502,0,13.7926,24.9006,1017.55,105.104,27.032,,,,,1.84152,2997.52,,,
10/01/2019 08:00,289.947,0.476025,87.991,25.7243,1017.14,101.669,27.0338,,,,,1.93963,4835.45,,,
10/01/2019 09:00,86.176,0.74795,400.177,27.7829,1016.11,90.83,27.0405,,,,,1.83716,2583.11,,,
10/01/2019 10:00,122.597,0.92551,676.82,29.5439,1015.23,80.409,27.0507,,,,,1.59008,342.188,,,
10/01/2019 11:00,127.982,0.99369,560.02,29.9997,1015,77.145,27.0565,,,,,1.93923,233.351,,,
10/01/2019 12:00,117.642,0.75441,800.59,30.7879,1014.61,73.965,27.0625,,,,,2.23437,281.163,,,
10/01/2019 13:00,109.359,0.56898,783.14,31.1079,1014.45,71.445,27.0589,,,,,2.09335,304.566,,,
10/01/2019 14:00,123.58,0.67816,498.847,30.8795,1014.56,72.574,27.0407,,,,,1.42761,262.517,,,
10/01/2019 15:00,125.088,0.8976,344.227,30.2647,1014.87,77.135,27.039,,,,,1.26117,219.323,,,
10/01/2019 16:00,129.227,0.91016,198.886,29.5433,1015.23,80.082,27.0412,,,,,1.29375,203.108,,,
10/01/2019 17:00,111.948,0.58614,120.346,29.5347,1015.23,79.49,27.0399,,,,,1.29176,214.826,,,
10/01/2019 18:00,83.901,0.65453,15.1349,28.2278,1015.89,82.473,27.0409,,,,,1.26038,296.094,,,
10/01/2019 19:00,56.611,0.55526,0.183588,27.6369,1016.18,85.032,27.0395,,,,,1.31957,319.861,,,
10/01/2019 20:00,62.875,0.48812,0.203933,27.6117,1016.19,85.713,27.0414,,,,,1.47449,939.13,,,
10/01/2019 21:00,111.795,0.83494,0.197911,27.8002,1016.1,86.081,27.0419,,,,,1.41291,450.226,,,
10/01/2019 22:00,63.245,0.68053,0.238114,27.4821,1016.26,87.69,27.0411,,,,,1.47409,398.628,,,
10/01/2019 23:00,23.4656,0.438578,0.364418,26.0737,1016.96,101.013,27.0382,,,,,1.66238,1203.85,,,
11/01/2019 00:00,502,0,0.413246,25.3231,1017.34,104.759,27.0361,,,,,1.55473,804.32,,,
11/01/2019 01:00,502,0,0.67871,24.9943,1017.5,106.692,27.0327,,,,,1.43397,378.003,,,
11/01/2019 02:00,502,0,0.65983,24.7419,1017.62,107.639,27.0321,,,,,1.4006,266.094,,,
11/01/2019 03:00,12.7527,0.466273,0.64453,24.8245,1017.59,106.416,27.0301,,,,,1.37319,302.448,,,
11/01/2019 04:00,320.879,0.465152,0.66243,24.8505,1017.57,106.19,27.0309,,,,,1.36088,262.882,,,
11/01/2019 05:00,,,0.61361,24.8799,1017.56,106.579,27.0307,,,,,1.42285,439.583,,,
11/01/2019 06:00,300.373,0.64267,0.62923,24.8497,1017.57,107.026,27.0309,,,,,1.61828,814.57,,,
11/01/2019 07:00,329.238,0.52342,14.6615,24.9578,1017.52,106.703,27.0298,,,,,1.81053,3098.47,,,
11/01/2019 08:00,295.538,0.69059,42.0848,25.3245,1017.34,105.427,27.0307,,,,,2.02344,4621.46,,,
11/01/2019 09:00,296.192,0.446827,302.42,26.4115,1016.79,99.013,27.0346,,,,,1.9575,2970.71,,,
11/01/2019 10:00,101.943,0.410665,591.03,29.3518,1015.32,81.823,27.0428,,,,,1.72712,1744.62,,,
11/01/2019 11:00,122.368,0.67152,622.17,30.7419,1014.63,74.351,27.0403,,,,,1.51262,554.24,,,
11/01/2019 12:00,125.269,0.80945,779.06,30.5016,1014.75,75.095,27.0389,,,,,1.49554,377.431,,,
11/01/2019 13:00,89.804,0.52246,650.19,31.1635,1014.42,72.251,27.0382,,,,,1.47051,395.365,,,
11/01/2019 14:00,50.98,0.59068,494.275,31.3481,1014.33,71.107,27.0385,,,,,1.38193,556.41,,,
11/01/2019 15:00,119.508,1.28951,95.167,26.9858,1016.51,94.177,27.0359,,,,,1.39504,236.649,,,
11/01/2019 16:00,23.1848,0.61076,64.549,25.6249,1017.19,101.052,27.0353,,,,,1.61073,1108.13,,,
11/01/2019 17:00,37.3889,0.69082,40.9976,26.1419,1016.93,95.662,27.0379,,,,,1.84072,2583.21,,,
11/01/2019 18:00,58.501,0.449975,3.37907,26.532,1016.73,91.424,27.0405,,,,,2.00994,3024.6,,,
11/01/2019 19:00,42.1276,0.63843,0.374997,25.3096,1017.35,100.096,27.0364,,,,,1.61193,1138.09,,,
11/01/2019 20:00,502,0,0.411944,25.178,1017.41,103.448,27.0347,,,,,1.82245,2316.37,,,
11/01/2019 21:00,45.738,0.67603,0.319332,25.5011,1017.25,98.257,27.0349,,,,,1.60636,1219.88,,,
11/01/2019 22:00,38.7907,0.438411,0.276689,25.4936,1017.25,98.536,27.0348,,,,,1.71441,1683.32,,,
11/01/2019 23:00,343.35,0.404411,0.356767,24.9843,1017.51,102.914,27.0326,,,,,1.6163,1396.16,,,
12/01/2019 00:00,348.047,0.399843,0.416338,24.2151,1017.89,107.292,27.0307,,,,,1.53367,799.95,,,
12/01/2019 01:00,502,0,0.63558,24.1526,1017.92,107.52,27.0308,,,,,1.46257,445.035,,,
12/01/2019 02:00,356.781,0.414123,0.60921,24.0611,1017.97,108.303,27.0343,,,,,1.44191,360.347,,,
12/01/2019 03:00,322.229,0.69293,0.61279,24.1925,1017.9,106.978,27.0279,,,,,1.41927,280,,,
12/01/2019 04:00,306.007,0.63455,0.60368,24.227,1017.88,106.169,27.0278,,,,,1.37399,296.007,,,
12/01/2019 05:00,328.36,0.408207,0.55387,24.3227,1017.84,105.122,27.0289,,,,,1.4582,396.198,,,
12/01/2019 06:00,502,0,0.50293,24.3427,1017.82,104.865,27.029,,,,,1.58173,785.61,,,
12/01/2019 07:00,343.772,0.465152,23.1191,24.5214,1017.74,104.292,27.029,,,,,1.84748,2361.51,,,
12/01/2019 08:00,502,0,111.823,25.3972,1017.3,100.408,27.0307,,,,,1.93526,3628.23,,,
12/01/2019 09:00,335.092,0.398638,376.785,27.5545,1016.22,87.909,27.0385,,,,,1.87409,2453.11,,,
12/01/2019 10:00,34.4211,0.53267,422.61,29.1657,1015.42,77.616,27.0408,,,,,1.64013,942.26,,,
12/01/2019 11:00,46.4912,0.60376,537.23,29.8637,1015.07,74.811,27.039,,,,,1.54201,707.12,,,
12/01/2019 12:00,38.9602,0.483063,697.19,31.0495,1014.47,69.46,27.0403,,,,,1.50547,710.23,,,
12/01/2019 13:00,121.776,0.90862,759.37,30.948,1014.53,67.954,27.0416,,,,,1.53844,307.899,,,
12/01/2019 14:00,104.529,0.80556,622.54,30.7076,1014.65,69.174,27.056,,,,,1.98174,266.997,,,
12/01/2019 15:00,49.9474,0.58365,499.437,31.0413,1014.48,69.727,27.0638,,,,,2.40914,446.25,,,
12/01/2019 16:00,101.294,0.83752,169.853,29.788,1015.11,73.864,27.0657,,,,,2.58789,383.681,,,
12/01/2019 17:00,62.973,0.79236,134.617,29.3642,1015.32,76.214,27.0618,,,,,2.40477,500.92,,,
12/01/2019 18:00,46.4247,0.76316,13.2298,27.5548,1016.23,83.342,27.0462,,,,,1.70806,500.57,,,
12/01/2019 19:00,52.564,0.67106,0.202306,27.3252,1016.34,84.819,27.0412,,,,,1.54638,526.28,,,
12/01/2019 20:00,50.345,0.6348,0.2067,27.0588,1016.47,85.411,27.0407,,,,,1.63377,403.212,,,
12/01/2019 21:00,44.8989,0.73502,0.205398,26.9387,1016.53,84.688,27.0416,,,,,1.65125,327.778,,,
12/01/2019 22:00,46.9172,0.78413,0.206049,26.7068,1016.65,85.533,27.0409,,,,,1.60954,312.066,,,
12/01/2019 23:00,48.5075,0.77268,0.207189,26.8469,1016.58,82.469,27.0431,,,,,1.66356,348.559,,,
13/01/2019 00:00,40.0084,0.58804,0.22965,26.8174,1016.59,83.143,27.0415,,,,,1.68541,424.097,,,
13/01/2019 01:00,37.6173,0.70247,0.432452,26.5207,1016.74,86.193,27.0403,,,,,1.60835,284.653,,,
13/01/2019 02:00,38.2398,0.60675,0.429685,26.5409,1016.73,85.764,27.0402,,,,,1.60517,251.806,,,
13/01/2019 03:00,354.558,0.60694,0.432615,26.2963,1016.85,86.429,27.0396,,,,,1.57499,275.382,,,
13/01/2019 04:00,31.7565,0.55214,0.430661,26.1528,1016.93,87.578,27.0385,,,,,1.57339,330.243,,,
13/01/2019 05:00,44.4744,0.438578,0.381996,25.8213,1017.09,88.573,27.0379,,,,,1.53844,428.524,,,
13/01/2019 06:00,502,0,0.59505,24.7025,1017.65,94.52,27.0375,,,,,1.73824,849.6,,,
13/01/2019 07:00,301.695,0.433855,26.8296,24.3356,1017.83,96.378,27.0355,,,,,1.96862,2285.82,,,
13/01/2019 08:00,42.9951,0.65701,231.048,25.9691,1017.02,87.349,27.0372,,,,,1.96187,3061.6,,,
13/01/2019 09:00,37.0715,0.60543,431.189,28.236,1015.88,76.105,27.0408,,,,,1.73109,863.23,,,
13/01/2019 10:00,44.9315,0.81354,619.78,28.9338,1015.53,73.579,27.0513,,,,,2.03139,733.04,,,
13/01/2019 11:00,36.1695,0.72517,613.4,29.9081,1015.05,69.344,27.0476,,,,,1.89871,816.3,,,
13/01/2019 12:00,52.742,0.55851,739.24,30.9526,1014.52,66.351,27.0414,,,,,1.59485,761.46,,,
13/01/2019 13:00,52.702,0.65658,776.2,31.0513,1014.47,66.157,27.0398,,,,,1.51024,386.059,,,
13/01/2019 14:00,120.509,0.82155,491.696,30.7564,1014.62,67.394,27.0393,,,,,1.47647,337.535,,,
13/01/2019 15:00,123.114,0.85044,455.303,30.2905,1014.86,70.779,27.0478,,,,,1.77717,334.462,,,
13/01/2019 16:00,59.563,0.61976,196.519,30.421,1014.79,66.869,27.0591,,,,,2.30467,470.59,,,
13/01/2019 17:00,46.4413,0.68021,146.002,29.9926,1015,68.674,27.0619,,,,,2.47985,559.05,,,
13/01/2019 18:00,49.3043,0.86016,13.0623,27.5213,1016.24,77.751,27.0608,,,,,2.41629,553.78,,,
13/01/2019 19:00,54.236,0.756,0.20491,26.8305,1016.59,78.048,27.0459,,,,,1.98848,635.24,,,
13/01/2019 20:00,65.236,0.70118,0.178054,26.6289,1016.69,79.279,27.0415,,,,,1.72632,504.77,,,
13/01/2019 21:00,39.2579,0.6932,0.179193,26.4451,1016.78,79.809,27.043,,,,,1.67945,472.257,,,
13/01/2019 22:00,42.9652,0.73686,0.1914,26.2649,1016.87,81.063,27.042,,,,,1.67786,650.21,,,
13/01/2019 23:00,28.8747,0.54746,0.230952,25.9248,1017.04,83.295,27.0409,,,,,1.60715,860.83,,,
14/01/2019 00:00,502,0,0.24202,25.3608,1017.32,86.268,27.0383,,,,,1.67786,710.52,,,
14/01/2019 01:00,502,0,0.477374,24.0763,1017.96,93.634,27.0354,,,,,1.58174,518.32,,,
14/01/2019 02:00,502,0,0.471352,23.6501,1018.18,94.539,27.0318,,,,,1.54241,368.438,,,
14/01/2019 03:00,,,0.458819,23.1763,1018.41,96.585,27.0301,,,,,1.48045,304.792,,,
14/01/2019 04:00,502,0,0.446124,23.01,1018.49,96.41,27.0286,,,,,1.50468,306.997,,,
14/01/2019 05:00,502,0,0.373858,23.0621,1018.47,97.297,27.0278,,,,,1.56783,533.32,,,
14/01/2019 06:00,502,0,0.332679,22.5788,1018.71,98.44,27.027,,,,,1.85343,847.45,,,
14/01/2019 07:00,502,0,51.82,22.6505,1018.67,97.464,27.0262,,,,,2.09852,2779.13,,,
14/01/2019 08:00,502,0,265.737,24.627,1017.69,83.523,27.0324,,,,,2.06793,3737.85,,,
14/01/2019 09:00,6.1796,0.442539,475.424,26.8909,1016.56,73.901,27.0363,,,,,2.03854,2280.76,,,
14/01/2019 10:00,49.1769,0.76727,511.35,28.7612,1015.62,68.061,27.0403,,,,,1.79902,940.17,,,
14/01/2019 11:00,41.0314,0.7698,629.16,29.6756,1015.16,66.641,27.0387,,,,,1.69216,658.77,,,
14/01/2019 12:00,41.8254,0.72966,812.55,30.3792,1014.81,65.779,27.0391,,,,,1.63139,772.29,,,
14/01/2019 13:00,60.035,0.63223,774.68,30.7119,1014.64,64.705,27.0521,,,,,2.0727,588.99,,,
14/01/2019 14:00,42.9806,0.85656,683.44,31.1145,1014.44,62.367,27.0674,,,,,2.57041,612.74,,,
14/01/2019 15:00,68.551,0.482275,525.13,30.8857,1014.56,64.097,27.0724,,,,,2.82543,543.96,,,
14/01/2019 16:00,118.665,0.98482,195.374,29.7324,1015.13,70.845,27.0708,,,,,2.91123,393.524,,,
14/01/2019 17:00,91.457,0.72746,137.55,28.8716,1015.56,76.313,27.0515,,,,,2.27964,398.924,,,
14/01/2019 18:00,58.077,0.67813,11.2922,27.272,1016.36,79.584,27.0424,,,,,1.79425,516.08,,,
14/01/2019 19:00,46.3499,0.70738,0.190261,26.7502,1016.62,81.193,27.0411,,,,,1.68064,510.99,,,
14/01/2019 20:00,53.467,0.86667,0.209956,26.5475,1016.73,81.177,27.0434,,,,,1.77121,455.017,,,
14/01/2019 21:00,55.44,0.77856,0.222326,26.562,1016.72,80.442,27.0457,,,,,1.85065,526.79,,,
14/01/2019 22:00,47.7219,0.71733,0.225418,26.3717,1016.82,83.049,27.0448,,,,,1.81133,301.319,,,
14/01/2019 23:00,36.8813,0.51422,0.232092,26.1974,1016.9,84.453,27.0449,,,,,1.83635,508.39,,,
15/01/2019 00:00,,,0.249996,25.8787,1017.06,86.171,27.0438,,,,,1.83556,637.2,,,
15/01/2019 01:00,502,0,0.343909,25.5696,1017.22,88.808,27.043,,,,,1.92692,737.71,,,
15/01/2019 02:00,502,0,0.51497,24.7748,1017.61,92.881,27.0396,,,,,1.83913,631.25,,,
15/01/2019 03:00,502,0,0.50032,24.0511,1017.97,97.246,27.0363,,,,,1.72155,555.85,,,
15/01/2019 04:00,502,0,0.487302,23.7704,1018.11,98.461,27.0337,,,,,1.83715,655.35,,,
15/01/2019 05:00,502,0,0.401365,23.7553,1018.12,98.235,27.033,,,,,1.76882,657.95,,,
15/01/2019 06:00,,,0.347327,23.7604,1018.12,97.512,27.0327,,,,,2.11322,1041.01,,,
15/01/2019 07:00,502,0,20.8034,23.9513,1018.02,95.803,27.0331,,,,,2.30547,2755.33,,,
15/01/2019 08:00,351.366,0.438578,76.799,24.8157,1017.59,90.059,27.0359,,,,,2.27885,3741.53,,,
15/01/2019 09:00,502,0,96.605,25.8512,1017.07,85.88,27.0392,,,,,2.69316,3417.8,,,
15/01/2019 10:00,311.581,0.452194,204.456,26.8947,1016.55,81.443,27.041,,,,,2.9589,3504.1,,,
15/01/2019 11:00,48.1152,0.81512,265.707,28.0366,1015.98,75.124,27.0436,,,,,2.18868,1348.68,,,
15/01/2019 12:00,45.7886,0.82749,375.102,28.7759,1015.61,70.183,27.0482,,,,,2.1859,766.56,,,
15/01/2019 13:00,46.2584,0.70521,278.177,28.6548,1015.68,69.672,27.0411,,,,,1.86336,587.52,,,
15/01/2019 14:00,66.726,0.76602,90.962,27.5342,1016.23,70.166,27.0374,,,,,1.79941,568.07,,,
15/01/2019 15:00,53.597,0.75115,126.344,25.6694,1017.17,87.946,27.0399,,,,,2.0302,1272.47,,,
15/01/2019 16:00,26.6453,0.45067,80.228,26.1539,1016.92,85.464,27.0416,,,,,2.03536,1757.78,,,
15/01/2019 17:00,52.147,0.70239,18.6644,26.3585,1016.82,81.513,27.0425,,,,,1.73029,750.36,,,
15/01/2019 18:00,117.89,0.55669,2.70426,26.1663,1016.92,84.42,27.0429,,,,,1.79583,672.38,,,
15/01/2019 19:00,48.3437,0.72088,0.235184,25.7061,1017.15,89.439,27.04,,,,,1.75135,685.68,,,
15/01/2019 20:00,41.6361,0.65742,0.242346,24.9099,1017.55,95.874,27.0373,,,,,1.75333,933.49,,,
15/01/2019 21:00,33.7253,0.59441,0.214025,25.3052,1017.35,91.774,27.0375,,,,,1.76168,1146.27,,,
15/01/2019 22:00,19.9177,0.486578,0.22786,25.5654,1017.21,89.806,27.0377,,,,,1.75373,1115.54,,,
15/01/2019 23:00,31.4858,0.57647,0.233882,25.3202,1017.34,93.173,27.0364,,,,,1.76128,994.53,,,
16/01/2019 00:00,339.428,0.430989,0.330563,24.3281,1017.84,100.912,27.0335,,,,,1.8018,690.87,,,
16/01/2019 01:00,43.6342,0.248744,0.483233,24.2155,1017.89,101.787,27.0322,,,,,1.69375,425.99,,,
16/01/2019 02:00,,,0.475909,23.9732,1018.01,103.291,27.031,,,,,1.71163,352.448,,,
16/01/2019 03:00,,,0.474607,24.1073,1017.94,101.655,27.0309,,,,,1.7013,364.115,,,
16/01/2019 04:00,502,0,0.470864,24.4332,1017.78,99.599,27.0306,,,,,1.75969,416.597,,,
16/01/2019 05:00,5.2871,0.5503,0.392413,24.9453,1017.52,95.039,27.0315,,,,,1.77121,540.94,,,
16/01/2019 06:00,29.6566,0.59966,0.310054,25.0454,1017.48,93.39,27.0328,,,,,1.71997,745.87,,,
16/01/2019 07:00,17.6158,0.79164,22.3454,25.3221,1017.34,90.555,27.0331,,,,,2.20736,3372.73,,,
16/01/2019 08:00,42.6114,0.73297,131.528,26.547,1016.73,83.851,27.0358,,,,,2.12275,3490.03,,,
16/01/2019 09:00,42.772,0.59047,292.712,27.9401,1016.03,80.036,27.0401,,,,,1.97975,1768.4,,,
16/01/2019 10:00,41.6541,0.65501,413.671,28.7082,1015.65,78.44,27.0408,,,,,1.89951,856.08,,,
16/01/2019 11:00,42.8968,0.77428,601.71,30.0728,1014.96,73.289,27.0383,,,,,1.86773,744.44,,,
16/01/2019 12:00,41.7277,0.73866,366.576,29.4965,1015.25,75.423,27.036,,,,,1.82404,800.12,,,
16/01/2019 13:00,48.569,0.7051,397.218,29.6098,1015.2,75.293,27.0366,,,,,1.78074,607.93,,,
16/01/2019 14:00,73.142,0.61193,209.809,29.1968,1015.4,76.307,27.0362,,,,,1.69852,440.417,,,
16/01/2019 15:00,111.133,0.63313,106.072,28.019,1015.99,82.496,27.0408,,,,,1.67031,365.729,,,
16/01/2019 16:00,65.536,0.393085,129.627,28.5565,1015.73,79.981,27.0422,,,,,1.74658,460.833,,,
16/01/2019 17:00,78.083,0.73157,46.5288,27.6524,1016.17,83.754,27.0409,,,,,1.76287,417.83,,,
16/01/2019 18:00,58.789,0.78881,4.66455,26.7995,1016.6,86.653,27.0408,,,,,1.81649,807.62,,,
16/01/2019 19:00,60.343,0.76614,0.179356,26.7275,1016.63,82.887,27.0432,,,,,1.90626,404.757,,,
16/01/2019 20:00,50.684,0.92715,0.18489,26.5747,1016.71,85.889,27.0432,,,,,1.91183,437.309,,,
16/01/2019 21:00,52.631,0.94704,0.189936,26.4387,1016.78,84.729,27.0433,,,,,1.83159,282.951,,,
